,file,pre_stoi,post_stoi,delta_stoi,pre_pesq,post_pesq,delta_pesq
0,159-135897-0028.wav,0.03739196948177148,0.095492927173892,0.05810095769212052,1.0983242988586426,1.1134344339370728,0.015110135078430176
1,126-122467-0067.wav,0.06671760993373695,0.08047757410366128,0.013759964169924338,1.1642334461212158,1.0880500078201294,-0.07618343830108643
2,98-121658-0019.wav,0.06917451907936781,0.07877035187852387,0.00959583279915606,1.211568832397461,1.0861196517944336,-0.12544918060302734
3,81-121543-0082.wav,-0.002126457353790973,0.031652635960660945,0.03377909331445192,1.5845046043395996,1.2593014240264893,-0.32520318031311035
4,70-121130-0004.wav,-0.031262043485634994,-0.004881466814143868,0.026380576671491126,1.6149423122406006,1.2432986497879028,-0.37164366245269775
5,101-126860-0039.wav,0.07421566752697382,0.0720407368105387,-0.002174930716435125,1.1692969799041748,1.1466044187545776,-0.022692561149597168
6,30-4445-0048.wav,0.08300682160446046,0.13401354922896175,0.051006727624501286,1.4531285762786865,1.144162654876709,-0.30896592140197754
7,55-121068-0031.wav,0.03962106277086731,0.05969206392881068,0.020071001157943365,1.368287444114685,1.1883621215820312,-0.1799253225326538
8,188-141613-0000.wav,0.07445263039141661,0.08543997584797787,0.010987345456561257,1.290411353111267,1.1576913595199585,-0.1327199935913086
9,54-121079-0021.wav,0.06054865023625642,0.07788929274849218,0.017340642512235764,1.203169584274292,1.1393287181854248,-0.06384086608886719
